"INCIDENT","PENALTY","VICTIM","LOCATION","COUNTRY","WHEN","MOON_NIGHT_BEFORE","YEAR","RESULT","GOALS"
"spit in the face","yellow card","referee","opponent team penalty area","Netherlands",77,"Full",2008,"Draw",3
"spit in the face","yellow card","midfielder","opponent team penalty area","Netherlands",81,"Half",2008,"Win",2
"scratch","Suspended for several games","spectator","off field","Netherlands",30,"Full",2008,"Draw",2
"chestbutt","Yellow card","defender","his team penalty area","Netherlands",81,"Half",2008,"Win",2
"scratch","Yellow card","spectator","off field","Netherlands",57,"Full",2008,"Win",0
"chestbutt","Yellow card","defender","opponent team penalty area","Netherlands",85,"No Moon",2008,"Win",2
"chestbutt","Yellow card","journalist","off field","Netherlands",85,"No Moon",2008,"Draw",2
"chestbutt","Red Card","journalist","off field","Netherlands",77,"Half",2008,"Loss",1
"none","None","None","No location","Netherlands",90,"Full",2008,"Win",2
"chestbutt","None","forward","opponent team penalty area","Netherlands",18,"Full",2008,"Draw",2
"chestbutt","Yellow card","referee","midfield","Netherlands",69,"Full",2008,"Loss",1
"bite","Yellow card","forward","midfield","Netherlands",85,"Half",2008,"Win",2
"chestbutt","Yellow card","spectator","off field","Netherlands",69,"Full",2008,"Win",2
"chestbutt","None","spectator","off field","Netherlands",48,"Full",2008,"Win",0
"headbutt","Red Card","goalkeeper","off field","Netherlands",25,"Full",2008,"Loss",1
"bite","Suspended for several games","referee","his team penalty area","Netherlands",86,"Half",2008,"Win",3
"none","None","None","No location","Netherlands",90,"Half",2008,"Win",3
"none","None","None","No location","Netherlands",90,"No Moon",2008,"Win",2
"headbutt","Yellow card","None","his team penalty area","Netherlands",3,"Half",2008,"Draw",2
"chestbutt","Yellow card","referee","midfield","Netherlands",33,"Full",2008,"Win",3
"spit in the face","yellow card","journalist","off field","Netherlands",75,"Full",2008,"Draw",1
"kick in the butt","Red Card","journalist","off field","Netherlands",36,"Half",2008,"Win",1
"bite","Red Card","midfielder","his team penalty area","Netherlands",88,"Full",2008,"Win",1
"chestbutt","Not Caught","forward","midfield","Netherlands",39,"Half",2008,"Draw",1
"finger in the eye","Suspended for several games","spectator","off field","Netherlands",31,"Full",2008,"Win",0
"chestbutt","Not Caught","spectator","off field","Netherlands",36,"Half",2008,"Win",1
"bite","Suspended for several games","journalist","off field","Netherlands",89,"Full",2008,"Loss",1
"none","None","None","No location","Netherlands",90,"Half",2008,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2008,"Draw",0
"chestbutt","Not Caught","journalist","off field","Netherlands",76,"Full",2008,"Win",0
"none","None","None","No location","Netherlands",90,"Half",2008,"Win",1
"finger in the eye","Suspended for several games","forward","his team penalty area","Netherlands",69,"Full",2008,"Draw",0
"bite","Red Card","spectator","off field","Netherlands",85,"Half",2008,"Loss",2
"kick in the butt","Not Caught","midfielder","off field","Netherlands",76,"Full",2008,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Win",2
"chestbutt","None","spectator","off field","Netherlands",69,"Half",2009,"Draw",2
"spit in the face","yellow card","referee","opponent team penalty area","Netherlands",18,"Full",2009,"Loss",3
"chestbutt","Suspended for several games","forward","his team penalty area","Netherlands",23,"Full",2009,"Loss",2
"scratch","None","defender","opponent team penalty area","Netherlands",57,"No Moon",2009,"Win",2
"none","None","None","No location","Netherlands",90,"Full",2009,"Draw",2
"headbutt","Not Caught","journalist","off field","Netherlands",60,"Full",2009,"Win",1
"none","None","None","No location","Netherlands",90,"Full",2009,"Win",1
"scratch","Red Card","goalkeeper","opponent team penalty area","Netherlands",64,"No Moon",2009,"Win",1
"headbutt","Not Caught","journalist","off field","Netherlands",55,"Full",2009,"Loss",2
"spit in the face","yellow card","None","midfield","Netherlands",66,"Full",2009,"Draw",2
"headbutt","Not Caught","forward","midfield","Netherlands",52,"No Moon",2009,"Draw",2
"none","None","None","No location","Netherlands",90,"Full",2009,"Win",2
"finger in the eye","Yellow card","journalist","off field","Netherlands",82,"Full",2009,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2009,"Loss",1
"bite","Yellow card","None","off field","Netherlands",82,"Half",2009,"Loss",0
"kick in the butt","Suspended for several games","referee","his team penalty area","Netherlands",69,"Half",2009,"Win",3
"finger in the eye","Not Caught","midfielder","his team penalty area","Netherlands",1,"Full",2009,"Win",0
"none","None","None","No location","Netherlands",90,"Half",2009,"Win",0
"finger in the eye","Yellow card","None","off field","Netherlands",48,"Full",2009,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2009,"Win",2
"spit in the face","yellow card","midfielder","his team penalty area","Netherlands",54,"Half",2009,"Win",3
"bite","Yellow card","journalist","off field","Netherlands",82,"Full",2009,"Win",1
"kick in the butt","Yellow card","forward","off field","Netherlands",75,"Full",2009,"Win",0
"bite","Yellow card","midfielder","off field","Netherlands",83,"Full",2009,"Draw",3
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Loss",2
"scratch","None","defender","opponent team penalty area","Netherlands",1,"No Moon",2009,"Win",0
"chestbutt","Red Card","goalkeeper","off field","Netherlands",31,"Half",2009,"Loss",0
"chestbutt","Red Card","defender","his team penalty area","Netherlands",82,"Full",2009,"Win",1
"chestbutt","Not Caught","defender","midfield","Netherlands",30,"Full",2009,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Loss",1
"kick in the butt","Red Card","None","midfield","Netherlands",50,"Half",2009,"Win",2
"scratch","Suspended for several games","forward","opponent team penalty area","Netherlands",5,"Full",2009,"Loss",1
"scratch","Not Caught","midfielder","opponent team penalty area","Netherlands",51,"Full",2009,"Win",0
"finger in the eye","Red Card","spectator","off field","Netherlands",86,"Half",2009,"Draw",2
"scratch","Yellow card","spectator","off field","Netherlands",7,"Full",2009,"Draw",1
"chestbutt","None","spectator","off field","Netherlands",73,"Half",2009,"Win",0
"scratch","Yellow card","journalist","off field","Netherlands",66,"No Moon",2009,"Loss",1
"headbutt","Not Caught","goalkeeper","opponent team penalty area","Netherlands",30,"Full",2009,"Win",1
"bite","Yellow card","goalkeeper","off field","Netherlands",83,"Half",2009,"Draw",3
"none","None","None","No location","Netherlands",90,"Full",2009,"Draw",2
"none","None","None","No location","Netherlands",90,"Half",2009,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Draw",1
"kick in the butt","Red Card","goalkeeper","off field","Netherlands",35,"No Moon",2009,"Win",2
"scratch","Not Caught","midfielder","off field","Netherlands",22,"Full",2009,"Draw",1
"spit in the face","yellow card","midfielder","off field","Netherlands",27,"Full",2009,"Win",2
"finger in the eye","Not Caught","referee","midfield","Netherlands",9,"Half",2009,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Draw",0
"none","None","None","No location","Netherlands",90,"Full",2009,"Win",1
"scratch","Yellow card","journalist","off field","Netherlands",69,"Full",2009,"Draw",1
"none","None","None","No location","Netherlands",90,"Half",2009,"Win",1
"scratch","None","spectator","off field","Netherlands",58,"Full",2009,"Loss",2
"bite","Not Caught","defender","off field","Netherlands",88,"Half",2009,"Loss",1
"scratch","Not Caught","goalkeeper","his team penalty area","Netherlands",11,"Full",2009,"Draw",2
"none","None","None","No location","Netherlands",90,"Half",2009,"Win",2
"finger in the eye","None","journalist","off field","Netherlands",14,"Half",2009,"Loss",2
"bite","None","referee","off field","Netherlands",84,"Full",2009,"Loss",0
"spit in the face","yellow card","None","his team penalty area","Netherlands",11,"No Moon",2009,"Win",2
"none","None","None","No location","Netherlands",90,"Full",2009,"Win",2
"finger in the eye","Suspended for several games","spectator","off field","Netherlands",56,"No Moon",2009,"Loss",0
"chestbutt","Yellow card","midfielder","midfield","Netherlands",5,"Half",2009,"Win",1
"none","None","None","No location","Netherlands",90,"Full",2009,"Loss",1
"finger in the eye","Suspended for several games","forward","midfield","Netherlands",47,"Half",2009,"Win",0
"chestbutt","Not Caught","midfielder","midfield","Netherlands",56,"Half",2009,"Loss",3
"scratch","Yellow card","journalist","off field","Netherlands",34,"Full",2009,"Draw",0
"kick in the butt","Red Card","forward","off field","Netherlands",44,"Full",2009,"Loss",0
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Draw",0
"scratch","Not Caught","goalkeeper","his team penalty area","Netherlands",79,"Half",2009,"Win",1
"scratch","Yellow card","referee","midfield","Netherlands",32,"Half",2009,"Loss",1
"kick in the butt","Not Caught","journalist","off field","Netherlands",3,"No Moon",2009,"Win",1
"none","None","None","No location","Netherlands",90,"Half",2009,"Loss",1
"finger in the eye","Red Card","referee","midfield","Netherlands",24,"Full",2009,"Win",1
"spit in the face","yellow card","goalkeeper","midfield","Netherlands",31,"No Moon",2009,"Draw",0
"kick in the butt","Yellow card","journalist","off field","Netherlands",52,"No Moon",2009,"Win",1
"headbutt","Yellow card","defender","opponent team penalty area","Netherlands",88,"Full",2009,"Win",2
"finger in the eye","Red Card","journalist","off field","Netherlands",70,"Half",2009,"Loss",1
"kick in the butt","Not Caught","spectator","off field","Netherlands",39,"No Moon",2009,"Win",3
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Loss",2
"headbutt","Yellow card","forward","off field","Netherlands",65,"Half",2009,"Loss",0
"none","None","None","No location","Netherlands",90,"Half",2009,"Win",3
"none","None","None","No location","Netherlands",90,"Half",2009,"Loss",1
"kick in the butt","Yellow card","journalist","off field","Netherlands",68,"Full",2009,"Win",1
"spit in the face","yellow card","None","his team penalty area","Netherlands",62,"No Moon",2009,"Win",1
"kick in the butt","Not Caught","forward","opponent team penalty area","Netherlands",83,"No Moon",2009,"Loss",1
"finger in the eye","Not Caught","spectator","off field","Netherlands",8,"Full",2009,"Win",0
"finger in the eye","Suspended for several games","journalist","off field","Netherlands",77,"Half",2009,"Win",0
"headbutt","Suspended for several games","midfielder","off field","Netherlands",29,"Full",2009,"Win",1
"none","None","None","No location","Netherlands",90,"Full",2009,"Loss",1
"headbutt","Suspended for several games","spectator","off field","Netherlands",59,"No Moon",2009,"Win",1
"headbutt","Yellow card","forward","opponent team penalty area","Netherlands",87,"Half",2009,"Loss",1
"chestbutt","Suspended for several games","midfielder","off field","Netherlands",76,"Full",2009,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Win",1
"spit in the face","yellow card","None","off field","Netherlands",25,"Full",2009,"Win",0
"scratch","Not Caught","midfielder","opponent team penalty area","Netherlands",37,"Half",2009,"Win",0
"scratch","Suspended for several games","midfielder","opponent team penalty area","Netherlands",71,"No Moon",2009,"Loss",0
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Loss",2
"headbutt","None","None","off field","Netherlands",79,"No Moon",2009,"Draw",1
"none","None","None","No location","Netherlands",90,"No Moon",2009,"Win",0
"headbutt","Red Card","midfielder","his team penalty area","Netherlands",51,"Full",2009,"Win",2
"kick in the butt","Suspended for several games","goalkeeper","off field","Netherlands",89,"Half",2009,"Draw",2
"none","None","None","No location","Netherlands",90,"Full",2010,"Win",2
"spit in the face","yellow card","forward","opponent team penalty area","Netherlands",82,"No Moon",2010,"Win",0
"chestbutt","None","spectator","off field","Netherlands",79,"No Moon",2010,"Win",0
"kick in the butt","Red Card","referee","off field","Netherlands",20,"Full",2010,"Draw",2
"none","None","None","No location","Netherlands",90,"No Moon",2010,"Draw",2
"spit in the face","yellow card","journalist","off field","Netherlands",65,"Half",2010,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2010,"Loss",1
"bite","Not Caught","spectator","off field","Netherlands",89,"Full",2010,"Draw",1
"bite","Not Caught","journalist","off field","Netherlands",82,"Half",2010,"Draw",2
"spit in the face","yellow card","midfielder","his team penalty area","Netherlands",18,"Half",2010,"Loss",1
"headbutt","Not Caught","None","midfield","Netherlands",49,"Full",2010,"Draw",0
"none","None","None","No location","Netherlands",90,"Full",2010,"Draw",2
"spit in the face","yellow card","referee","midfield","Netherlands",56,"Full",2010,"Loss",1
"headbutt","Suspended for several games","referee","off field","Netherlands",90,"No Moon",2010,"Win",2
"finger in the eye","Suspended for several games","forward","his team penalty area","Netherlands",74,"Full",2010,"Win",1
"kick in the butt","Not Caught","forward","opponent team penalty area","Netherlands",26,"No Moon",2010,"Win",1
"bite","Red Card","referee","off field","Netherlands",84,"Full",2010,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2010,"Win",1
"spit in the face","yellow card","goalkeeper","midfield","Netherlands",55,"Full",2010,"Win",2
"none","None","None","No location","Netherlands",90,"No Moon",2010,"Win",0
"kick in the butt","Not Caught","spectator","off field","Netherlands",62,"Full",2010,"Loss",0
"headbutt","Not Caught","defender","his team penalty area","Netherlands",55,"Full",2010,"Loss",0
"kick in the butt","Suspended for several games","forward","off field","Netherlands",31,"Full",2010,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2010,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2010,"Loss",0
"spit in the face","yellow card","forward","his team penalty area","Netherlands",8,"Full",2010,"Win",0
"chestbutt","Suspended for several games","None","off field","Netherlands",35,"Full",2010,"Win",1
"none","None","None","No location","Netherlands",90,"Full",2010,"Draw",2
"headbutt","Suspended for several games","journalist","off field","Netherlands",4,"No Moon",2010,"Win",0
"scratch","Not Caught","forward","off field","Netherlands",53,"Half",2010,"Win",0
"spit in the face","yellow card","journalist","off field","Netherlands",11,"No Moon",2010,"Win",3
"scratch","None","spectator","off field","Netherlands",17,"Half",2010,"Loss",1
"kick in the butt","None","goalkeeper","opponent team penalty area","Netherlands",10,"No Moon",2010,"Draw",0
"headbutt","None","spectator","off field","Netherlands",79,"Half",2010,"Loss",0
"none","None","None","No location","Netherlands",90,"Full",2010,"Win",0
"scratch","Red Card","None","off field","Netherlands",84,"Half",2010,"Loss",3
"bite","Not Caught","referee","his team penalty area","Netherlands",80,"Full",2010,"Win",1
"finger in the eye","Red Card","None","his team penalty area","Netherlands",66,"Half",2010,"Loss",1
"headbutt","None","defender","opponent team penalty area","Netherlands",50,"Full",2010,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2010,"Win",3
"kick in the butt","Yellow card","referee","midfield","Netherlands",17,"Full",2010,"Win",0
"spit in the face","yellow card","midfielder","midfield","Netherlands",27,"Half",2010,"Win",1
"chestbutt","Suspended for several games","referee","his team penalty area","Netherlands",69,"Half",2010,"Draw",2
"spit in the face","yellow card","spectator","off field","Netherlands",73,"Half",2010,"Draw",1
"headbutt","None","forward","midfield","Netherlands",71,"Full",2010,"Win",2
"spit in the face","yellow card","defender","off field","Netherlands",8,"Half",2010,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2010,"Draw",1
"finger in the eye","Suspended for several games","midfielder","his team penalty area","Netherlands",88,"No Moon",2010,"Loss",0
"headbutt","Not Caught","journalist","off field","Netherlands",51,"Full",2010,"Win",0
"chestbutt","Not Caught","journalist","off field","Netherlands",73,"Full",2010,"Loss",1
"chestbutt","Yellow card","defender","midfield","Netherlands",1,"Full",2010,"Win",0
"none","None","None","No location","Netherlands",90,"Half",2010,"Loss",2
"scratch","Not Caught","spectator","off field","Netherlands",36,"Full",2010,"Win",0
"headbutt","Not Caught","midfielder","his team penalty area","Netherlands",18,"No Moon",2010,"Draw",1
"scratch","Not Caught","forward","opponent team penalty area","Netherlands",74,"No Moon",2010,"Loss",2
"headbutt","Red Card","forward","midfield","Netherlands",15,"Half",2010,"Draw",0
"none","None","None","No location","Netherlands",90,"No Moon",2010,"Win",1
"none","None","None","No location","Netherlands",90,"Half",2010,"Loss",0
"kick in the butt","Red Card","defender","off field","Netherlands",49,"Full",2010,"Win",2
"bite","Red Card","forward","opponent team penalty area","Netherlands",80,"Half",2010,"Draw",3
"headbutt","Suspended for several games","midfielder","off field","Netherlands",4,"No Moon",2010,"Win",0
"headbutt","Yellow card","midfielder","his team penalty area","Netherlands",45,"Half",2010,"Win",0
"bite","None","defender","opponent team penalty area","Netherlands",82,"Full",2010,"Win",2
"chestbutt","Suspended for several games","None","midfield","Netherlands",19,"No Moon",2010,"Draw",1
"kick in the butt","Red Card","defender","midfield","Netherlands",74,"No Moon",2010,"Loss",0
"chestbutt","Not Caught","goalkeeper","off field","Netherlands",44,"Full",2010,"Win",1
"finger in the eye","Suspended for several games","referee","midfield","Netherlands",28,"Half",2010,"Win",1
"none","None","None","No location","Netherlands",90,"Half",2010,"Loss",1
"headbutt","Yellow card","None","opponent team penalty area","Netherlands",1,"No Moon",2010,"Win",2
"kick in the butt","Red Card","journalist","off field","Netherlands",63,"Full",2010,"Win",1
"none","None","None","No location","Netherlands",90,"Half",2010,"Draw",1
"bite","Not Caught","spectator","off field","Netherlands",81,"Half",2010,"Win",3
"chestbutt","Suspended for several games","spectator","off field","Netherlands",74,"Full",2010,"Win",2
"none","None","None","No location","Netherlands",90,"Full",2010,"Win",4
"chestbutt","Yellow card","midfielder","his team penalty area","Netherlands",14,"No Moon",2010,"Win",0
"chestbutt","Yellow card","forward","his team penalty area","Netherlands",46,"Full",2010,"Loss",0
"bite","Yellow card","referee","opponent team penalty area","Netherlands",85,"Half",2011,"Win",1
"headbutt","Red Card","journalist","off field","Netherlands",4,"No Moon",2011,"Win",2
"scratch","Suspended for several games","goalkeeper","opponent team penalty area","Netherlands",88,"No Moon",2011,"Win",0
"headbutt","Not Caught","referee","off field","Netherlands",39,"Half",2011,"Draw",2
"finger in the eye","Not Caught","goalkeeper","his team penalty area","Netherlands",48,"Half",2011,"Draw",2
"finger in the eye","Suspended for several games","midfielder","opponent team penalty area","Netherlands",66,"No Moon",2011,"Loss",1
"chestbutt","Not Caught","forward","opponent team penalty area","Netherlands",45,"Full",2011,"Win",0
"spit in the face","yellow card","midfielder","off field","Netherlands",51,"Full",2011,"Draw",1
"bite","Suspended for several games","goalkeeper","off field","Netherlands",84,"Full",2011,"Win",0
"finger in the eye","Red Card","spectator","off field","Netherlands",63,"Full",2011,"Win",3
"none","None","None","No location","Netherlands",90,"Full",2011,"Win",2
"headbutt","Suspended for several games","midfielder","midfield","Netherlands",33,"Full",2011,"Loss",0
"kick in the butt","Suspended for several games","defender","off field","Netherlands",10,"Half",2011,"Draw",0
"kick in the butt","Suspended for several games","spectator","off field","Netherlands",27,"Full",2011,"Win",1
"bite","Not Caught","defender","off field","Netherlands",82,"Half",2011,"Loss",3
"none","None","None","No location","Netherlands",90,"Half",2011,"Win",1
"bite","Yellow card","journalist","off field","Netherlands",90,"Half",2011,"Win",1
"chestbutt","Yellow card","goalkeeper","off field","Netherlands",3,"No Moon",2011,"Win",0
"headbutt","None","None","his team penalty area","Netherlands",0,"No Moon",2011,"Draw",1
"none","None","None","No location","Netherlands",90,"No Moon",2011,"Win",1
"headbutt","Not Caught","journalist","off field","Netherlands",71,"Half",2011,"Win",0
"none","None","None","No location","Netherlands",90,"No Moon",2011,"Win",1
"bite","Suspended for several games","goalkeeper","opponent team penalty area","Netherlands",87,"Half",2011,"Loss",1
"headbutt","Suspended for several games","spectator","off field","Netherlands",22,"No Moon",2011,"Draw",0
"scratch","None","spectator","off field","Netherlands",89,"Half",2011,"Win",1
"spit in the face","yellow card","defender","opponent team penalty area","Netherlands",29,"Full",2011,"Loss",0
"kick in the butt","Suspended for several games","forward","opponent team penalty area","Netherlands",40,"Full",2011,"Loss",1
"chestbutt","None","None","off field","Netherlands",83,"No Moon",2011,"Win",0
"chestbutt","Suspended for several games","journalist","off field","Netherlands",32,"Full",2011,"Loss",3
"chestbutt","Red Card","referee","midfield","Netherlands",68,"Full",2011,"Win",1
"scratch","Not Caught","forward","his team penalty area","Netherlands",62,"Half",2011,"Draw",1
"chestbutt","Red Card","spectator","off field","Netherlands",28,"Full",2011,"Loss",2
"scratch","Not Caught","journalist","off field","Netherlands",40,"Half",2011,"Loss",1
"scratch","None","goalkeeper","midfield","Netherlands",24,"Half",2011,"Loss",1
"chestbutt","Not Caught","midfielder","his team penalty area","Netherlands",49,"Full",2011,"Draw",1
"kick in the butt","Red Card","forward","his team penalty area","Netherlands",77,"No Moon",2011,"Win",2
"scratch","Yellow card","journalist","off field","Netherlands",63,"No Moon",2011,"Win",3
"headbutt","Suspended for several games","referee","his team penalty area","Netherlands",28,"Half",2011,"Draw",0
"chestbutt","Suspended for several games","goalkeeper","his team penalty area","Netherlands",65,"Full",2011,"Draw",0
"bite","Not Caught","forward","opponent team penalty area","Netherlands",81,"No Moon",2011,"Win",2
"headbutt","Yellow card","journalist","off field","Netherlands",75,"Full",2011,"Loss",1
"none","None","None","No location","Netherlands",90,"Half",2011,"Draw",1
"scratch","None","journalist","off field","Netherlands",45,"Half",2011,"Loss",1
"chestbutt","Not Caught","journalist","off field","Netherlands",79,"No Moon",2011,"Loss",1
"scratch","Yellow card","forward","opponent team penalty area","Netherlands",46,"Full",2011,"Win",2
"headbutt","Not Caught","midfielder","midfield","Netherlands",52,"Full",2011,"Draw",0
"scratch","Suspended for several games","None","midfield","Netherlands",4,"Half",2011,"Win",2
"spit in the face","yellow card","forward","off field","Netherlands",9,"No Moon",2011,"Loss",1
"headbutt","Suspended for several games","goalkeeper","off field","Netherlands",21,"Full",2011,"Win",1
"scratch","Not Caught","forward","off field","Netherlands",90,"No Moon",2011,"Win",2
"bite","Not Caught","spectator","off field","Netherlands",86,"No Moon",2011,"Draw",0
"finger in the eye","Red Card","referee","off field","Netherlands",88,"Full",2011,"Loss",0
"chestbutt","Not Caught","forward","off field","Netherlands",39,"No Moon",2011,"Win",3
"headbutt","None","forward","off field","Netherlands",18,"Half",2011,"Win",2
"none","None","None","No location","Netherlands",90,"Full",2011,"Draw",1
"scratch","Red Card","defender","midfield","Netherlands",65,"Full",2011,"Draw",2
"finger in the eye","Yellow card","spectator","off field","Netherlands",75,"Half",2011,"Loss",2
"scratch","Red Card","referee","his team penalty area","Netherlands",78,"Full",2011,"Win",1
"finger in the eye","Red Card","defender","midfield","Netherlands",4,"Full",2011,"Win",1
"scratch","Yellow card","forward","midfield","Netherlands",13,"Full",2011,"Loss",1
"finger in the eye","Yellow card","goalkeeper","opponent team penalty area","Netherlands",41,"Half",2011,"Loss",1
"headbutt","None","forward","off field","Netherlands",53,"No Moon",2011,"Draw",2
"kick in the butt","None","journalist","off field","Netherlands",89,"Half",2011,"Draw",0
"finger in the eye","Suspended for several games","forward","off field","Netherlands",62,"Half",2011,"Draw",0
"scratch","Yellow card","goalkeeper","opponent team penalty area","Netherlands",2,"Half",2011,"Loss",1
"kick in the butt","Not Caught","goalkeeper","opponent team penalty area","Netherlands",71,"Half",2011,"Draw",1
"bite","None","goalkeeper","opponent team penalty area","Netherlands",83,"Full",2011,"Win",0
"none","None","None","No location","Netherlands",90,"No Moon",2011,"Draw",1
"bite","Yellow card","forward","midfield","Netherlands",88,"Half",2011,"Win",0
"spit in the face","yellow card","spectator","off field","Netherlands",70,"No Moon",2011,"Win",0
"spit in the face","yellow card","goalkeeper","midfield","Netherlands",54,"No Moon",2011,"Draw",1
"spit in the face","yellow card","goalkeeper","off field","Netherlands",63,"Full",2011,"Win",0
"headbutt","Red Card","referee","midfield","Netherlands",80,"Half",2011,"Draw",1
"scratch","Not Caught","forward","his team penalty area","Netherlands",77,"Full",2011,"Loss",1
"none","None","None","No location","Netherlands",90,"Half",2011,"Loss",3
"chestbutt","Suspended for several games","forward","opponent team penalty area","Netherlands",60,"Full",2011,"Win",2
"headbutt","Not Caught","midfielder","off field","Netherlands",27,"Full",2011,"Win",0
"spit in the face","yellow card","journalist","off field","Netherlands",6,"Full",2011,"Win",1
"chestbutt","Suspended for several games","spectator","off field","Netherlands",23,"No Moon",2011,"Loss",1
"chestbutt","Suspended for several games","spectator","off field","Netherlands",13,"Full",2011,"Win",1
"chestbutt","Red Card","None","opponent team penalty area","Netherlands",24,"Full",2011,"Win",0
"bite","Not Caught","midfielder","opponent team penalty area","Netherlands",83,"Full",2011,"Draw",1
"finger in the eye","Red Card","None","opponent team penalty area","Netherlands",62,"Half",2011,"Win",1
"spit in the face","yellow card","journalist","off field","Netherlands",59,"Full",2011,"Loss",0
"kick in the butt","Yellow card","midfielder","opponent team penalty area","Netherlands",30,"Full",2011,"Draw",0
"headbutt","Not Caught","forward","midfield","Netherlands",22,"Full",2011,"Loss",1
"scratch","Not Caught","goalkeeper","his team penalty area","Netherlands",19,"Half",2011,"Win",0
"none","None","None","No location","Netherlands",90,"No Moon",2011,"Win",2
"bite","Yellow card","referee","off field","Netherlands",83,"Half",2011,"Win",2
"finger in the eye","Yellow card","defender","off field","Netherlands",35,"Full",2011,"Draw",2
"scratch","Yellow card","defender","midfield","Netherlands",34,"Half",2011,"Win",0
"kick in the butt","None","journalist","off field","Netherlands",14,"Full",2011,"Loss",1
"spit in the face","yellow card","spectator","off field","Netherlands",61,"No Moon",2012,"Loss",1
"headbutt","Yellow card","defender","his team penalty area","Netherlands",11,"Half",2012,"Loss",0
"none","None","None","No location","Netherlands",90,"Full",2012,"Draw",2
"finger in the eye","Suspended for several games","spectator","off field","Netherlands",8,"Full",2012,"Win",2
"kick in the butt","None","referee","opponent team penalty area","Netherlands",66,"Full",2012,"Draw",0
"chestbutt","Red Card","journalist","off field","Netherlands",51,"No Moon",2012,"Win",3
"kick in the butt","None","spectator","off field","Netherlands",90,"Half",2012,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2012,"Win",2
"none","None","None","No location","Netherlands",90,"No Moon",2012,"Draw",0
"none","None","None","No location","Netherlands",90,"Half",2012,"Win",0
"scratch","Not Caught","spectator","off field","Netherlands",59,"Full",2012,"Draw",1
"kick in the butt","Not Caught","referee","off field","Netherlands",24,"No Moon",2012,"Draw",0
"spit in the face","yellow card","journalist","off field","Netherlands",63,"No Moon",2012,"Loss",1
"scratch","Not Caught","midfielder","opponent team penalty area","Netherlands",13,"Full",2012,"Win",1
"finger in the eye","Yellow card","midfielder","midfield","Netherlands",78,"Half",2012,"Draw",3
"scratch","Not Caught","midfielder","midfield","Netherlands",6,"No Moon",2012,"Win",3
"none","None","None","No location","Netherlands",90,"Full",2012,"Loss",1
"finger in the eye","Red Card","midfielder","off field","Netherlands",55,"Full",2012,"Win",2
"kick in the butt","Yellow card","defender","midfield","Netherlands",41,"Full",2012,"Loss",0
"none","None","None","No location","Netherlands",90,"No Moon",2012,"Win",1
"bite","Not Caught","journalist","off field","Netherlands",81,"Full",2012,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2012,"Draw",2
"chestbutt","None","journalist","off field","Netherlands",72,"Full",2012,"Draw",1
"none","None","None","No location","Netherlands",90,"No Moon",2012,"Draw",2
"finger in the eye","Not Caught","referee","opponent team penalty area","Netherlands",11,"Half",2012,"Loss",0
"bite","Not Caught","None","midfield","Netherlands",87,"Full",2012,"Draw",1
"chestbutt","Yellow card","midfielder","opponent team penalty area","Netherlands",10,"Half",2012,"Win",1
"headbutt","Not Caught","defender","midfield","Netherlands",34,"Full",2012,"Win",1
"spit in the face","yellow card","midfielder","his team penalty area","Netherlands",46,"Half",2012,"Win",1
"scratch","None","referee","his team penalty area","Netherlands",28,"Full",2012,"Draw",1
"finger in the eye","None","None","his team penalty area","Netherlands",6,"No Moon",2012,"Loss",0
"kick in the butt","Red Card","goalkeeper","his team penalty area","Netherlands",9,"No Moon",2012,"Draw",0
"scratch","Not Caught","spectator","off field","Netherlands",28,"No Moon",2012,"Draw",3
"kick in the butt","Red Card","goalkeeper","midfield","Uruguay",39,"Half",2012,"Win",2
"kick in the butt","Red Card","forward","midfield","Netherlands",68,"Half",2012,"Win",2
"headbutt","Red Card","None","off field","England",48,"Full",2012,"Draw",2
"none","None","None","No location","Uruguay",90,"No Moon",2012,"Draw",0
"none","None","None","No location","Netherlands",90,"No Moon",2012,"Win",2
"scratch","Yellow card","defender","his team penalty area","Uruguay",80,"No Moon",2012,"Win",1
"chestbutt","Not Caught","spectator","off field","England",52,"Half",2012,"Win",1
