ID,INCIDENT,PENALTY,VICTIM,LOCATION,COUNTRY,WHEN,MOON_NIGHT_BEFORE,YEAR,RESULT,GOALS
1420,not bite,Not Caught,forward,midfield,Netherlands,52,No Moon,2009,Draw,2
1421,not bite,None,None,No location,Netherlands,90,Full,2009,Win,2
1422,not bite,Yellow card,journalist,off field,Netherlands,82,Full,2009,Win,2
1423,not bite,None,None,No location,Netherlands,90,Half,2009,Loss,1
1424,bite,Yellow card,None,off field,Netherlands,82,Half,2009,Loss,0
1425,not bite,Suspended for several games,referee,his team penalty area,Netherlands,69,Half,2009,Win,3
1426,not bite,Not Caught,midfielder,his team penalty area,Netherlands,1,Full,2009,Win,0
1427,not bite,None,None,No location,Netherlands,90,Half,2009,Win,0
1428,not bite,Yellow card,None,off field,Netherlands,48,Full,2009,Win,1
1429,not bite,None,None,No location,Netherlands,90,No Moon,2009,Win,2
1430,not bite,None,None,No location,Netherlands,90,Half,2009,Win,2
1431,not bite,yellow card,midfielder,his team penalty area,Netherlands,54,Half,2009,Win,3
1432,bite,Yellow card,journalist,off field,Netherlands,82,Full,2009,Win,1
1433,not bite,Yellow card,forward,off field,Netherlands,75,Full,2009,Win,0
1434,bite,Yellow card,midfielder,off field,Netherlands,83,Full,2009,Draw,3
1435,not bite,None,None,No location,Netherlands,90,No Moon,2009,Loss,2
1436,not bite,None,defender,opponent team penalty area,Netherlands,1,No Moon,2009,Win,0
1437,not bite,Red Card,goalkeeper,off field,Netherlands,31,Half,2009,Loss,0
1438,not bite,Red Card,defender,his team penalty area,Netherlands,82,Full,2009,Win,1
1439,not bite,Not Caught,defender,midfield,Netherlands,30,Full,2009,Win,1
1440,not bite,None,None,No location,Netherlands,90,No Moon,2009,Loss,1
1441,not bite,Red Card,None,midfield,Netherlands,50,Half,2009,Win,2
1442,not bite,Suspended for several games,forward,opponent team penalty area,Netherlands,5,Full,2009,Loss,1
1443,not bite,Not Caught,midfielder,opponent team penalty area,Netherlands,51,Full,2009,Win,0
1444,not bite,Red Card,spectator,off field,Netherlands,86,Half,2009,Draw,2
1445,not bite,Yellow card,spectator,off field,Netherlands,7,Full,2009,Draw,1
1446,not bite,None,spectator,off field,Netherlands,73,Half,2009,Win,0
1447,not bite,Yellow card,journalist,off field,Netherlands,66,No Moon,2009,Loss,1
1448,not bite,Not Caught,goalkeeper,opponent team penalty area,Netherlands,30,Full,2009,Win,1
1449,bite,Yellow card,goalkeeper,off field,Netherlands,83,Half,2009,Draw,3
1450,not bite,None,None,No location,Netherlands,90,Full,2009,Draw,2
1451,not bite,None,None,No location,Netherlands,90,Half,2009,Win,1
1452,not bite,None,None,No location,Netherlands,90,No Moon,2009,Draw,1
1453,not bite,Red Card,goalkeeper,off field,Netherlands,35,No Moon,2009,Win,2
1454,not bite,Not Caught,midfielder,off field,Netherlands,22,Full,2009,Draw,1
1455,not bite,yellow card,midfielder,off field,Netherlands,27,Full,2009,Win,2
1456,not bite,Not Caught,referee,midfield,Netherlands,9,Half,2009,Win,1
1457,not bite,None,None,No location,Netherlands,90,No Moon,2009,Draw,0
1458,not bite,None,None,No location,Netherlands,90,Full,2009,Win,1
1459,not bite,Yellow card,journalist,off field,Netherlands,69,Full,2009,Draw,1
1460,not bite,None,None,No location,Netherlands,90,Half,2009,Win,1
1461,not bite,None,spectator,off field,Netherlands,58,Full,2009,Loss,2
1462,bite,Not Caught,defender,off field,Netherlands,88,Half,2009,Loss,1
1463,not bite,Not Caught,goalkeeper,his team penalty area,Netherlands,11,Full,2009,Draw,2
1464,not bite,None,None,No location,Netherlands,90,Half,2009,Win,2
1465,not bite,None,journalist,off field,Netherlands,14,Half,2009,Loss,2
1466,bite,None,referee,off field,Netherlands,84,Full,2009,Loss,0
1467,not bite,yellow card,None,his team penalty area,Netherlands,11,No Moon,2009,Win,2
1468,not bite,None,None,No location,Netherlands,90,Full,2009,Win,2
1469,not bite,Suspended for several games,spectator,off field,Netherlands,56,No Moon,2009,Loss,0
1470,not bite,Yellow card,midfielder,midfield,Netherlands,5,Half,2009,Win,1
1471,not bite,None,None,No location,Netherlands,90,Full,2009,Loss,1
1472,not bite,Suspended for several games,forward,midfield,Netherlands,47,Half,2009,Win,0
1473,not bite,Not Caught,midfielder,midfield,Netherlands,56,Half,2009,Loss,3
1474,not bite,Yellow card,journalist,off field,Netherlands,34,Full,2009,Draw,0
1475,not bite,Red Card,forward,off field,Netherlands,44,Full,2009,Loss,0
1476,not bite,None,None,No location,Netherlands,90,No Moon,2009,Draw,0
1477,not bite,Not Caught,goalkeeper,his team penalty area,Netherlands,79,Half,2009,Win,1
1478,not bite,Yellow card,referee,midfield,Netherlands,32,Half,2009,Loss,1
1479,not bite,Not Caught,journalist,off field,Netherlands,3,No Moon,2009,Win,1
1480,not bite,None,None,No location,Netherlands,90,Half,2009,Loss,1
1481,not bite,Red Card,referee,midfield,Netherlands,24,Full,2009,Win,1
1482,not bite,yellow card,goalkeeper,midfield,Netherlands,31,No Moon,2009,Draw,0
1483,not bite,Yellow card,journalist,off field,Netherlands,52,No Moon,2009,Win,1
1484,not bite,Yellow card,defender,opponent team penalty area,Netherlands,88,Full,2009,Win,2
1485,not bite,Red Card,journalist,off field,Netherlands,70,Half,2009,Loss,1
1486,not bite,Not Caught,spectator,off field,Netherlands,39,No Moon,2009,Win,3
1487,not bite,None,None,No location,Netherlands,90,No Moon,2009,Loss,2
1488,not bite,Yellow card,forward,off field,Netherlands,65,Half,2009,Loss,0
1489,not bite,None,None,No location,Netherlands,90,Half,2009,Win,3
1490,not bite,None,None,No location,Netherlands,90,Half,2009,Loss,1
1491,not bite,Yellow card,journalist,off field,Netherlands,68,Full,2009,Win,1
1492,not bite,yellow card,None,his team penalty area,Netherlands,62,No Moon,2009,Win,1
1493,not bite,Not Caught,forward,opponent team penalty area,Netherlands,83,No Moon,2009,Loss,1
1494,not bite,Not Caught,spectator,off field,Netherlands,8,Full,2009,Win,0
1495,not bite,Suspended for several games,journalist,off field,Netherlands,77,Half,2009,Win,0
1496,not bite,Suspended for several games,midfielder,off field,Netherlands,29,Full,2009,Win,1
1497,not bite,None,None,No location,Netherlands,90,Full,2009,Loss,1
1498,not bite,Suspended for several games,spectator,off field,Netherlands,59,No Moon,2009,Win,1
1499,not bite,Yellow card,forward,opponent team penalty area,Netherlands,87,Half,2009,Loss,1
1500,not bite,Suspended for several games,midfielder,off field,Netherlands,76,Full,2009,Win,1
1501,not bite,None,None,No location,Netherlands,90,No Moon,2009,Win,1
1502,not bite,yellow card,None,off field,Netherlands,25,Full,2009,Win,0
1503,not bite,Not Caught,midfielder,opponent team penalty area,Netherlands,37,Half,2009,Win,0
1504,not bite,Suspended for several games,midfielder,opponent team penalty area,Netherlands,71,No Moon,2009,Loss,0
1505,not bite,None,None,No location,Netherlands,90,No Moon,2009,Loss,2
1506,not bite,None,None,off field,Netherlands,79,No Moon,2009,Draw,1
1507,not bite,None,None,No location,Netherlands,90,No Moon,2009,Win,0
1508,not bite,Red Card,midfielder,his team penalty area,Netherlands,51,Full,2009,Win,2
1509,not bite,Suspended for several games,goalkeeper,off field,Netherlands,89,Half,2009,Draw,2
1510,not bite,None,None,No location,Netherlands,90,Full,2010,Win,2
1511,not bite,yellow card,forward,opponent team penalty area,Netherlands,82,No Moon,2010,Win,0
1512,not bite,None,spectator,off field,Netherlands,79,No Moon,2010,Win,0
1513,not bite,Red Card,referee,off field,Netherlands,20,Full,2010,Draw,2
1514,not bite,None,None,No location,Netherlands,90,No Moon,2010,Draw,2
1515,not bite,yellow card,journalist,off field,Netherlands,65,Half,2010,Win,1
1516,not bite,None,None,No location,Netherlands,90,No Moon,2010,Loss,1
1517,bite,Not Caught,spectator,off field,Netherlands,89,Full,2010,Draw,1
1518,bite,Not Caught,journalist,off field,Netherlands,82,Half,2010,Draw,2
1519,not bite,yellow card,midfielder,his team penalty area,Netherlands,18,Half,2010,Loss,1
1520,not bite,Not Caught,None,midfield,Netherlands,49,Full,2010,Draw,0
1521,not bite,None,None,No location,Netherlands,90,Full,2010,Draw,2
1522,not bite,yellow card,referee,midfield,Netherlands,56,Full,2010,Loss,1
1523,not bite,Suspended for several games,referee,off field,Netherlands,90,No Moon,2010,Win,2
1524,not bite,Suspended for several games,forward,his team penalty area,Netherlands,74,Full,2010,Win,1
1525,not bite,Not Caught,forward,opponent team penalty area,Netherlands,26,No Moon,2010,Win,1
1526,bite,Red Card,referee,off field,Netherlands,84,Full,2010,Win,2
1527,not bite,None,None,No location,Netherlands,90,Half,2010,Win,1
1528,not bite,yellow card,goalkeeper,midfield,Netherlands,55,Full,2010,Win,2
1529,not bite,None,None,No location,Netherlands,90,No Moon,2010,Win,0
1530,not bite,Not Caught,spectator,off field,Netherlands,62,Full,2010,Loss,0
1531,not bite,Not Caught,defender,his team penalty area,Netherlands,55,Full,2010,Loss,0
1532,not bite,Suspended for several games,forward,off field,Netherlands,31,Full,2010,Win,0
1533,not bite,None,None,No location,Netherlands,90,Full,2010,Win,0
1534,not bite,None,None,No location,Netherlands,90,Full,2010,Loss,0
1535,not bite,yellow card,forward,his team penalty area,Netherlands,8,Full,2010,Win,0
1536,not bite,Suspended for several games,None,off field,Netherlands,35,Full,2010,Win,1
1537,not bite,None,None,No location,Netherlands,90,Full,2010,Draw,2
1538,not bite,Suspended for several games,journalist,off field,Netherlands,4,No Moon,2010,Win,0
1539,not bite,Not Caught,forward,off field,Netherlands,53,Half,2010,Win,0
1540,not bite,yellow card,journalist,off field,Netherlands,11,No Moon,2010,Win,3
1541,not bite,None,spectator,off field,Netherlands,17,Half,2010,Loss,1
1542,not bite,None,goalkeeper,opponent team penalty area,Netherlands,10,No Moon,2010,Draw,0
1543,not bite,None,spectator,off field,Netherlands,79,Half,2010,Loss,0
1544,not bite,None,None,No location,Netherlands,90,Full,2010,Win,0
1545,not bite,Red Card,None,off field,Netherlands,84,Half,2010,Loss,3
1546,bite,Not Caught,referee,his team penalty area,Netherlands,80,Full,2010,Win,1
1547,not bite,Red Card,None,his team penalty area,Netherlands,66,Half,2010,Loss,1
1548,not bite,None,defender,opponent team penalty area,Netherlands,50,Full,2010,Win,0
1549,not bite,None,None,No location,Netherlands,90,Full,2010,Win,3
1550,not bite,Yellow card,referee,midfield,Netherlands,17,Full,2010,Win,0
1551,not bite,yellow card,midfielder,midfield,Netherlands,27,Half,2010,Win,1
1552,not bite,Suspended for several games,referee,his team penalty area,Netherlands,69,Half,2010,Draw,2
1553,not bite,yellow card,spectator,off field,Netherlands,73,Half,2010,Draw,1
1554,not bite,None,forward,midfield,Netherlands,71,Full,2010,Win,2
1555,not bite,yellow card,defender,off field,Netherlands,8,Half,2010,Win,1
1556,not bite,None,None,No location,Netherlands,90,No Moon,2010,Draw,1
1557,not bite,Suspended for several games,midfielder,his team penalty area,Netherlands,88,No Moon,2010,Loss,0
1558,not bite,Not Caught,journalist,off field,Netherlands,51,Full,2010,Win,0
1559,not bite,Not Caught,journalist,off field,Netherlands,73,Full,2010,Loss,1
1560,not bite,Yellow card,defender,midfield,Netherlands,1,Full,2010,Win,0
1561,not bite,None,None,No location,Netherlands,90,Half,2010,Loss,2
1562,not bite,Not Caught,spectator,off field,Netherlands,36,Full,2010,Win,0
1563,not bite,Not Caught,midfielder,his team penalty area,Netherlands,18,No Moon,2010,Draw,1
1564,not bite,Not Caught,forward,opponent team penalty area,Netherlands,74,No Moon,2010,Loss,2
1565,not bite,Red Card,forward,midfield,Netherlands,15,Half,2010,Draw,0
1566,not bite,None,None,No location,Netherlands,90,No Moon,2010,Win,1
1567,not bite,None,None,No location,Netherlands,90,Half,2010,Loss,0
1568,not bite,Red Card,defender,off field,Netherlands,49,Full,2010,Win,2
1569,bite,Red Card,forward,opponent team penalty area,Netherlands,80,Half,2010,Draw,3
1570,not bite,Suspended for several games,midfielder,off field,Netherlands,4,No Moon,2010,Win,0
1571,not bite,Yellow card,midfielder,his team penalty area,Netherlands,45,Half,2010,Win,0
1572,bite,None,defender,opponent team penalty area,Netherlands,82,Full,2010,Win,2
1573,not bite,Suspended for several games,None,midfield,Netherlands,19,No Moon,2010,Draw,1
1574,not bite,Red Card,defender,midfield,Netherlands,74,No Moon,2010,Loss,0
1575,not bite,Not Caught,goalkeeper,off field,Netherlands,44,Full,2010,Win,1
1576,not bite,Suspended for several games,referee,midfield,Netherlands,28,Half,2010,Win,1
1577,not bite,None,None,No location,Netherlands,90,Half,2010,Loss,1
1578,not bite,Yellow card,None,opponent team penalty area,Netherlands,1,No Moon,2010,Win,2
1579,not bite,Red Card,journalist,off field,Netherlands,63,Full,2010,Win,1
1580,not bite,None,None,No location,Netherlands,90,Half,2010,Draw,1
1581,bite,Not Caught,spectator,off field,Netherlands,81,Half,2010,Win,3
1582,not bite,Suspended for several games,spectator,off field,Netherlands,74,Full,2010,Win,2
1583,not bite,None,None,No location,Netherlands,90,Full,2010,Win,4
1584,not bite,Yellow card,midfielder,his team penalty area,Netherlands,14,No Moon,2010,Win,0
1585,not bite,Yellow card,forward,his team penalty area,Netherlands,46,Full,2010,Loss,0
1586,bite,Yellow card,referee,opponent team penalty area,Netherlands,85,Half,2011,Win,1
1587,not bite,Red Card,journalist,off field,Netherlands,4,No Moon,2011,Win,2
1588,not bite,Suspended for several games,goalkeeper,opponent team penalty area,Netherlands,88,No Moon,2011,Win,0
1589,not bite,Not Caught,referee,off field,Netherlands,39,Half,2011,Draw,2
1590,not bite,Not Caught,goalkeeper,his team penalty area,Netherlands,48,Half,2011,Draw,2
1591,not bite,Suspended for several games,midfielder,opponent team penalty area,Netherlands,66,No Moon,2011,Loss,1
1592,not bite,Not Caught,forward,opponent team penalty area,Netherlands,45,Full,2011,Win,0
1593,not bite,yellow card,midfielder,off field,Netherlands,51,Full,2011,Draw,1
1594,bite,Suspended for several games,goalkeeper,off field,Netherlands,84,Full,2011,Win,0
1595,not bite,Red Card,spectator,off field,Netherlands,63,Full,2011,Win,3
1596,not bite,None,None,No location,Netherlands,90,Full,2011,Win,2
1597,not bite,Suspended for several games,midfielder,midfield,Netherlands,33,Full,2011,Loss,0
1598,not bite,Suspended for several games,defender,off field,Netherlands,10,Half,2011,Draw,0
1599,not bite,Suspended for several games,spectator,off field,Netherlands,27,Full,2011,Win,1
1600,bite,Not Caught,defender,off field,Netherlands,82,Half,2011,Loss,3
1601,not bite,None,None,No location,Netherlands,90,Half,2011,Win,1
1602,bite,Yellow card,journalist,off field,Netherlands,90,Half,2011,Win,1
1603,not bite,Yellow card,goalkeeper,off field,Netherlands,3,No Moon,2011,Win,0
1604,not bite,None,None,his team penalty area,Netherlands,0,No Moon,2011,Draw,1
1605,not bite,None,None,No location,Netherlands,90,No Moon,2011,Win,1
1606,not bite,Not Caught,journalist,off field,Netherlands,71,Half,2011,Win,0
1607,not bite,None,None,No location,Netherlands,90,No Moon,2011,Win,1
1608,bite,Suspended for several games,goalkeeper,opponent team penalty area,Netherlands,87,Half,2011,Loss,1
1609,not bite,Suspended for several games,spectator,off field,Netherlands,22,No Moon,2011,Draw,0
1610,not bite,None,spectator,off field,Netherlands,89,Half,2011,Win,1
1611,not bite,yellow card,defender,opponent team penalty area,Netherlands,29,Full,2011,Loss,0
1612,not bite,Suspended for several games,forward,opponent team penalty area,Netherlands,40,Full,2011,Loss,1
1613,not bite,None,None,off field,Netherlands,83,No Moon,2011,Win,0
1614,not bite,Suspended for several games,journalist,off field,Netherlands,32,Full,2011,Loss,3
1615,not bite,Red Card,referee,midfield,Netherlands,68,Full,2011,Win,1
1616,not bite,Not Caught,forward,his team penalty area,Netherlands,62,Half,2011,Draw,1
1617,not bite,Red Card,spectator,off field,Netherlands,28,Full,2011,Loss,2
1618,not bite,Not Caught,journalist,off field,Netherlands,40,Half,2011,Loss,1
1619,not bite,None,goalkeeper,midfield,Netherlands,24,Half,2011,Loss,1
1620,not bite,Not Caught,midfielder,his team penalty area,Netherlands,49,Full,2011,Draw,1
1621,not bite,Red Card,forward,his team penalty area,Netherlands,77,No Moon,2011,Win,2
1622,not bite,Yellow card,journalist,off field,Netherlands,63,No Moon,2011,Win,3
1623,not bite,Suspended for several games,referee,his team penalty area,Netherlands,28,Half,2011,Draw,0
1624,not bite,Suspended for several games,goalkeeper,his team penalty area,Netherlands,65,Full,2011,Draw,0
1625,bite,Not Caught,forward,opponent team penalty area,Netherlands,81,No Moon,2011,Win,2
1626,not bite,Yellow card,journalist,off field,Netherlands,75,Full,2011,Loss,1
1627,not bite,None,None,No location,Netherlands,90,Half,2011,Draw,1
1628,not bite,None,journalist,off field,Netherlands,45,Half,2011,Loss,1
1629,not bite,Not Caught,journalist,off field,Netherlands,79,No Moon,2011,Loss,1
1630,not bite,Yellow card,forward,opponent team penalty area,Netherlands,46,Full,2011,Win,2
1631,not bite,Not Caught,midfielder,midfield,Netherlands,52,Full,2011,Draw,0
1632,not bite,Suspended for several games,None,midfield,Netherlands,4,Half,2011,Win,2
1633,not bite,yellow card,forward,off field,Netherlands,9,No Moon,2011,Loss,1
1634,not bite,Suspended for several games,goalkeeper,off field,Netherlands,21,Full,2011,Win,1
1635,not bite,Not Caught,forward,off field,Netherlands,90,No Moon,2011,Win,2
1636,bite,Not Caught,spectator,off field,Netherlands,86,No Moon,2011,Draw,0
1637,not bite,Red Card,referee,off field,Netherlands,88,Full,2011,Loss,0
1638,not bite,Not Caught,forward,off field,Netherlands,39,No Moon,2011,Win,3
1639,not bite,None,forward,off field,Netherlands,18,Half,2011,Win,2
1640,not bite,None,None,No location,Netherlands,90,Full,2011,Draw,1
1641,not bite,Red Card,defender,midfield,Netherlands,65,Full,2011,Draw,2
1642,not bite,Yellow card,spectator,off field,Netherlands,75,Half,2011,Loss,2
1643,not bite,Red Card,referee,his team penalty area,Netherlands,78,Full,2011,Win,1
1644,not bite,Red Card,defender,midfield,Netherlands,4,Full,2011,Win,1
1645,not bite,Yellow card,forward,midfield,Netherlands,13,Full,2011,Loss,1
1646,not bite,Yellow card,goalkeeper,opponent team penalty area,Netherlands,41,Half,2011,Loss,1
1647,not bite,None,forward,off field,Netherlands,53,No Moon,2011,Draw,2
1648,not bite,None,journalist,off field,Netherlands,89,Half,2011,Draw,0
1649,not bite,Suspended for several games,forward,off field,Netherlands,62,Half,2011,Draw,0
1650,not bite,Yellow card,goalkeeper,opponent team penalty area,Netherlands,2,Half,2011,Loss,1
1651,not bite,Not Caught,goalkeeper,opponent team penalty area,Netherlands,71,Half,2011,Draw,1
1652,bite,None,goalkeeper,opponent team penalty area,Netherlands,83,Full,2011,Win,0
1653,not bite,None,None,No location,Netherlands,90,No Moon,2011,Draw,1
1654,bite,Yellow card,forward,midfield,Netherlands,88,Half,2011,Win,0
1655,not bite,yellow card,spectator,off field,Netherlands,70,No Moon,2011,Win,0
1656,not bite,yellow card,goalkeeper,midfield,Netherlands,54,No Moon,2011,Draw,1
1657,not bite,yellow card,goalkeeper,off field,Netherlands,63,Full,2011,Win,0
1658,not bite,Red Card,referee,midfield,Netherlands,80,Half,2011,Draw,1
1659,not bite,Not Caught,forward,his team penalty area,Netherlands,77,Full,2011,Loss,1
1660,not bite,None,None,No location,Netherlands,90,Half,2011,Loss,3
1661,not bite,Suspended for several games,forward,opponent team penalty area,Netherlands,60,Full,2011,Win,2
1662,not bite,Not Caught,midfielder,off field,Netherlands,27,Full,2011,Win,0
1663,not bite,yellow card,journalist,off field,Netherlands,6,Full,2011,Win,1
1664,not bite,Suspended for several games,spectator,off field,Netherlands,23,No Moon,2011,Loss,1
1665,not bite,Suspended for several games,spectator,off field,Netherlands,13,Full,2011,Win,1
1666,not bite,Red Card,None,opponent team penalty area,Netherlands,24,Full,2011,Win,0
1667,bite,Not Caught,midfielder,opponent team penalty area,Netherlands,83,Full,2011,Draw,1
1668,not bite,Red Card,None,opponent team penalty area,Netherlands,62,Half,2011,Win,1
1669,not bite,yellow card,journalist,off field,Netherlands,59,Full,2011,Loss,0
1670,not bite,Yellow card,midfielder,opponent team penalty area,Netherlands,30,Full,2011,Draw,0
1671,not bite,Not Caught,forward,midfield,Netherlands,22,Full,2011,Loss,1
1672,not bite,Not Caught,goalkeeper,his team penalty area,Netherlands,19,Half,2011,Win,0
1673,not bite,None,None,No location,Netherlands,90,No Moon,2011,Win,2
1674,bite,Yellow card,referee,off field,Netherlands,83,Half,2011,Win,2
1675,not bite,Yellow card,defender,off field,Netherlands,35,Full,2011,Draw,2
1676,not bite,Yellow card,defender,midfield,Netherlands,34,Half,2011,Win,0
1677,not bite,None,journalist,off field,Netherlands,14,Full,2011,Loss,1
1678,not bite,yellow card,spectator,off field,Netherlands,61,No Moon,2012,Loss,1
1679,not bite,Yellow card,defender,his team penalty area,Netherlands,11,Half,2012,Loss,0
1680,not bite,None,None,No location,Netherlands,90,Full,2012,Draw,2
1681,not bite,Suspended for several games,spectator,off field,Netherlands,8,Full,2012,Win,2
1682,not bite,None,referee,opponent team penalty area,Netherlands,66,Full,2012,Draw,0
1683,not bite,Red Card,journalist,off field,Netherlands,51,No Moon,2012,Win,3
1684,not bite,None,spectator,off field,Netherlands,90,Half,2012,Win,0
1685,not bite,None,None,No location,Netherlands,90,Full,2012,Win,2
1686,not bite,None,None,No location,Netherlands,90,No Moon,2012,Draw,0
1687,not bite,None,None,No location,Netherlands,90,Half,2012,Win,0
1688,not bite,Not Caught,spectator,off field,Netherlands,59,Full,2012,Draw,1
1689,not bite,Not Caught,referee,off field,Netherlands,24,No Moon,2012,Draw,0
1690,not bite,yellow card,journalist,off field,Netherlands,63,No Moon,2012,Loss,1
1691,not bite,Not Caught,midfielder,opponent team penalty area,Netherlands,13,Full,2012,Win,1
1692,not bite,Yellow card,midfielder,midfield,Netherlands,78,Half,2012,Draw,3
1693,not bite,Not Caught,midfielder,midfield,Netherlands,6,No Moon,2012,Win,3
1694,not bite,None,None,No location,Netherlands,90,Full,2012,Loss,1
1695,not bite,Red Card,midfielder,off field,Netherlands,55,Full,2012,Win,2
1696,not bite,Yellow card,defender,midfield,Netherlands,41,Full,2012,Loss,0
1697,not bite,None,None,No location,Netherlands,90,No Moon,2012,Win,1
1698,bite,Not Caught,journalist,off field,Netherlands,81,Full,2012,Win,2
1699,not bite,None,None,No location,Netherlands,90,Half,2012,Draw,2
1700,not bite,None,journalist,off field,Netherlands,72,Full,2012,Draw,1
1701,not bite,None,None,No location,Netherlands,90,No Moon,2012,Draw,2
1702,not bite,Not Caught,referee,opponent team penalty area,Netherlands,11,Half,2012,Loss,0
1703,bite,Not Caught,None,midfield,Netherlands,87,Full,2012,Draw,1
1704,not bite,Yellow card,midfielder,opponent team penalty area,Netherlands,10,Half,2012,Win,1
1705,not bite,Not Caught,defender,midfield,Netherlands,34,Full,2012,Win,1
1706,not bite,yellow card,midfielder,his team penalty area,Netherlands,46,Half,2012,Win,1
1707,not bite,None,referee,his team penalty area,Netherlands,28,Full,2012,Draw,1
1708,not bite,None,None,his team penalty area,Netherlands,6,No Moon,2012,Loss,0
1709,not bite,Red Card,goalkeeper,his team penalty area,Netherlands,9,No Moon,2012,Draw,0
1710,not bite,Not Caught,spectator,off field,Netherlands,28,No Moon,2012,Draw,3
1711,not bite,Red Card,goalkeeper,midfield,Uruguay,39,Half,2012,Win,2
1712,not bite,Red Card,forward,midfield,Netherlands,68,Half,2012,Win,2
1713,not bite,Red Card,None,off field,England,48,Full,2012,Draw,2
1714,not bite,None,None,No location,Uruguay,90,No Moon,2012,Draw,0
1715,not bite,None,None,No location,Netherlands,90,No Moon,2012,Win,2
1716,not bite,Yellow card,defender,his team penalty area,Uruguay,80,No Moon,2012,Win,1
1717,not bite,Not Caught,spectator,off field,England,52,Half,2012,Win,1
1718,not bite,Yellow card,forward,midfield,Netherlands,19,No Moon,2012,Loss,2
1719,bite,Not Caught,referee,midfield,England,87,Full,2012,Win,3
1720,not bite,None,None,No location,England,90,Full,2012,Win,0
1721,not bite,Yellow card,spectator,off field,England,66,Half,2012,Win,2
1722,not bite,None,None,No location,England,90,Full,2012,Win,1
1723,not bite,Yellow card,referee,off field,England,13,No Moon,2012,Win,0
1724,not bite,Suspended for several games,defender,midfield,Uruguay,83,No Moon,2012,Draw,1
1725,not bite,None,None,No location,England,90,No Moon,2012,Win,1
1726,not bite,Not Caught,forward,off field,England,88,Half,2012,Draw,1
1727,not bite,Not Caught,journalist,off field,Uruguay,49,Full,2012,Draw,3
1728,not bite,None,None,No location,Uruguay,90,Full,2012,Loss,0
1729,not bite,None,None,No location,England,90,No Moon,2012,Win,1
1730,not bite,yellow card,referee,opponent team penalty area,Uruguay,36,Full,2012,Win,0
1731,not bite,Suspended for several games,journalist,off field,Netherlands,21,Full,2012,Win,2
1732,not bite,Suspended for several games,defender,his team penalty area,Uruguay,82,Full,2012,Draw,0
1733,not bite,Red Card,defender,opponent team penalty area,Netherlands,89,Half,2012,Win,2
1734,not bite,None,None,No location,England,90,Half,2012,Loss,0
1735,not bite,yellow card,referee,midfield,Uruguay,77,Half,2012,Draw,3
1736,not bite,None,None,No location,England,90,Full,2012,Win,1
1737,not bite,None,None,No location,Uruguay,90,Half,2012,Win,1
1738,not bite,Yellow card,midfielder,off field,Netherlands,4,Full,2012,Draw,4
1739,not bite,Not Caught,defender,midfield,Netherlands,29,Full,2012,Win,0
1740,not bite,None,None,No location,England,90,Half,2012,Loss,0
1741,bite,Yellow card,forward,midfield,Uruguay,2,Full,2012,Draw,1
1742,not bite,Yellow card,journalist,off field,England,46,Full,2012,Win,2
1743,not bite,Red Card,None,off field,Uruguay,57,Half,2012,Draw,1
1744,not bite,None,None,No location,Uruguay,90,Full,2012,Loss,2
1745,bite,Not Caught,forward,his team penalty area,England,80,Half,2012,Win,0
1746,not bite,None,None,No location,Netherlands,90,Half,2012,Loss,2
1747,not bite,Not Caught,journalist,off field,England,4,Full,2012,Draw,0
1748,not bite,None,None,No location,Uruguay,90,No Moon,2012,Loss,2
1749,not bite,None,defender,off field,England,59,No Moon,2012,Win,2
1750,not bite,yellow card,spectator,off field,Netherlands,58,Full,2012,Loss,2
1751,not bite,Suspended for several games,spectator,off field,England,81,No Moon,2012,Loss,2
1752,bite,Yellow card,goalkeeper,opponent team penalty area,Uruguay,85,Full,2012,Draw,1
1753,not bite,Yellow card,goalkeeper,off field,Uruguay,54,Full,2012,Win,1
1754,bite,Suspended for several games,journalist,off field,Uruguay,29,Half,2012,Draw,3
1755,not bite,None,None,No location,Netherlands,90,Half,2012,Win,2
1756,not bite,Suspended for several games,spectator,off field,England,44,Full,2012,Loss,1
1757,not bite,Not Caught,defender,opponent team penalty area,Netherlands,66,Full,2012,Loss,2
1758,not bite,Suspended for several games,goalkeeper,midfield,Netherlands,26,No Moon,2012,Win,1
1759,not bite,Suspended for several games,goalkeeper,midfield,Netherlands,86,Half,2012,Draw,3
1760,not bite,Yellow card,goalkeeper,his team penalty area,Netherlands,90,Full,2012,Draw,1
1761,not bite,Suspended for several games,None,midfield,Uruguay,27,No Moon,2012,Win,2
1762,not bite,None,None,No location,Netherlands,90,Half,2012,Loss,1
1763,not bite,Not Caught,forward,midfield,England,39,Full,2012,Win,1
1764,not bite,yellow card,journalist,off field,Netherlands,88,Full,2012,Win,2
1765,bite,Suspended for several games,midfielder,off field,England,82,No Moon,2012,Loss,2
1766,not bite,None,None,No location,Uruguay,90,No Moon,2012,Win,0
1767,not bite,Yellow card,forward,his team penalty area,Netherlands,46,Full,2012,Draw,2
1768,not bite,Suspended for several games,goalkeeper,his team penalty area,Uruguay,64,No Moon,2013,Win,2
1769,bite,Suspended for several games,referee,his team penalty area,England,81,No Moon,2013,Win,0
1770,not bite,None,None,No location,Netherlands,90,Full,2013,Draw,0
1771,bite,None,spectator,off field,England,83,Half,2013,Loss,1
